Question type,Answer explanation,Points,Prompt,Correct answers,Answer choice 1,Answer choice 2,Answer choice 3,Answer choice 4,Answer choice 5
MC,,,The principle of procreative beneficence is widely debated. Which philosopher formulated it?,1,Julian Savulescu,Adrienne Asch,Elizabeth Barnes,Greg Bognar,
MC,,,A competent adult may have a persistent desire to remove a healthy limb. What ICD-11 condition names this state?,1,Body integrity dysphoria,Borderline personality disorder,Obsessive compulsive disorder,Generalized anxiety disorder,
MR,,,Tom Shakespeare uses an interactional model. Which factors combine to produce a person's experience of disability?,"1,3,4",Negative social attitudes,Prenatal genetic screenings,Intrinsic bodily impairments,Environmental design barriers,
MR,,,People with serious impairments often report a high quality of life. Which mechanisms help explain this disability paradox?,"1,3,4",Creation of meaning,Complete biological cure,Gradual physical adaptation,Subjective response shift,
MR,,,The mere-difference and bad-difference views have different commitments. Which cases does Elizabeth Barnes use to test them?,"1,2,3",Body integrity dysphoria,Deaf embryo selection,Prenatal screening selection,Precocious puberty treatment,
MR,,,Clinicians sometimes focus too much on a patient's existing disability. Which behaviors represent diagnostic overshadowing?,"2,3,4",Ordering standard clinical diagnostic tests,Attributing new pain to cerebral palsy,Attributing clinical withdrawal to intellectual disability,Failing to investigate unexplained symptoms,
MC,,,The Supreme Court ruled in United States v. Skrmetti in June 2025. What did the Court decide?,3,Redefine the medical terms,Delay the final ruling,Uphold the state law,Strike down the law,
MC,,,Tennessee passed Senate Bill 1 to restrict certain drugs. What deciding factor determines whether they are legal or illegal?,2,The doctor's specialty,The medical purpose,The patient's age,The hospital's location,
MC,,,The Court reviewed the Tennessee law. What level of constitutional review did Chief Justice Roberts apply in Skrmetti?,3,Strict scrutiny review,Intermediate scrutiny review,Rational basis review,Heightened scrutiny review,
MC,,,The majority cited a major independent pediatric review. Which review did Chief Justice Roberts use to support the decision?,3,The BMA Report,The York Review,The Cass Review,The Yale Report,
MR,,,Several parties sued Tennessee to challenge the constitutionality of SB1. Who was part of this lawsuit?,"1,3,4",Transgender teenagers and parents,The Cass Review authors,The federal United States,A local Tennessee doctor,
MR,,,The Equal Protection Clause has different tiers of review. Which classifications normally trigger intermediate or strict scrutiny?,"3,4",Classifications based on age,Classifications based on purpose,Classifications based on race,Classifications based on sex,
MR,,,The majority applied rational basis review to the Tennessee law. What reasons did they give for this choice?,"1,3",SB1 treats both sexes equally,SB1 violates no parent rights,SB1 classifies by medical purpose,SB1 restricts only adult patients,
MR,,,The Court resolved the classification issue. What did the Supreme Court majority explicitly state that Skrmetti did NOT decide?,"2,3,4",Whether SB1 is a law,The constitutional parental rights question,Whether the bans are wise,Whether treatments are clinically harmful,
MR,,,Justice Sotomayor wrote a sharp dissenting opinion. What arguments did she make against the majority's ruling?,"1,3,4",The law draws sex classifications,State legislatures lack legislative authority,Heightened scrutiny should have applied,The Court abandoned transgender children,
MR,,,State bans took effect after the ruling. What events followed the Supreme Court's decision in Skrmetti?,"1,2,3",Executive Order 14187 was signed,Institutions paused gender care services,Federal agencies pressured hospital funding,Minnesota repealed its refuge law,
