Question type,Answer explanation,Points,Prompt,Correct answers,Answer choice 1,Answer choice 2,Answer choice 3,Answer choice 4,Answer choice 5
MC,,,"In 2015, what federal agency announced it would retire all remaining research chimpanzees to sanctuary? This decision followed an Institute of Medicine report.",2,The FDA,The NIH,The CDC,The USDA,
MC,,,What industry acronym refers to high-density animal feeding operations where billions of livestock are raised? These operations are central to modern food production.,4,IACUC,GRADE,ECMO,CAFO,
MC,,,What global public health threat is driven by the routine low-dose feed of antibiotics to healthy livestock? This practice is used to promote growth.,3,Diagnostic overshadowing,Zoonotic infection,Antibiotic resistance,Therapeutic misconception,
MC,,,A 2016 review projected that drug-resistant infections could outpace cancer by 2050. How many deaths per year did it project if unchecked?,3,1 million,50 million,10 million,5 million,
MC,,,What scientific phrase describes the frequent failure of drugs that pass animal trials to show efficacy in human patients? This distance complicates research ethics.,4,The expressivist objection,The rule of rescue,The open future,The translation gap,
MC,,,What landmark U.S. law passed in 2022 ended the blanket requirement that all new drugs must undergo animal testing? This represents a regulatory shift.,4,Equal Protection Act,Animal Welfare Act,National Health Act,FDA Modernization Act,
MC,,,What medical term describes the process of transplanting organs or tissues from one biological species into another? This practice is being developed for humans.,1,Xenotransplantation,Chimerism,Decentralization,Somatoparaphrenia,
MC,,,Which animal species is the primary choice for sourcing xenotransplant organs for human patients? This species has organs of similar size.,2,Chimps,Pigs,Dogs,Mice,
MC,,,What gene-editing technology has allowed researchers to knock out pig sugars and knock in human genes? This has made pig-organ transplants possible.,1,CRISPR,GRADE,IVF,ECMO,
MC,,,What term describes the dangerous crossing of an animal virus to a human transplant recipient and then the public? This is a key public health concern.,4,Sentience,Uplifting,Chimerism,Xenozoonosis,
MC,,,What name is given to the deliberate enhancement of an animal's cognitive capacities in a laboratory? This process raises significant status questions.,2,Sentience,Uplifting,Refinement,Chimerism,
MC,,,What term describes an organism that contains cells from another species? An example is a rat brain carrying human neurons.,3,Agent,Subject,Chimera,Patient,
MR,,,Which major factors are included in the ledger used to ethically rank different human uses of animals? This framework helps evaluate necessity and scale.,"1,3,4",The human benefit of the use,The monetary cost of the practice,The necessity of lacking alternative options,The total scale of animals used,
MR,,,Which public health threats to humans are directly linked to industrial concentrated animal feeding operations? These represent significant indirect harms.,"1,3,4",Breeding new pandemic viruses,Lowering human intellectual capacity,Contaminating public water supplies,Spreading drug resistant bacteria,
MR,,,Which non-animal methods are increasingly used by researchers to replace traditional animal testing in laboratories? These are key replacements under the 3 Rs.,"1,3,4",Advanced computer simulation tools,Healthy human heart transplants,Cultured human cell models,Organ on chip devices,
MR,,,Which course themes are directly connected to ethical debates about xenotransplantation and industrial farming? These draw links across lectures.,"1,2,3",Right to an open future,Rules of patient informed consent,Creation of savior sibling organs,Concept of genetic enhancement limits,
MC,,,"In January 2022, what biological organ did David Bennett receive from a genetically modified pig? This was a world first.",3,A kidney,A lung,A heart,A liver,
MC,,,What life-support machine kept David Bennett alive before his historic pig-organ transplant? This machine oxygenates blood outside the body.,4,GRADE,EHR,IVF,ECMO,
MC,,,Under what regulatory path did the FDA allow David Bennett to receive the experimental pig heart? This path allows single-patient access.,4,Standard care,Clinical trial,Refuge law,Compassionate use,
MC,,,What pig virus was detected in the transplant heart after David Bennett died? This virus was missed by pre-surgery screening.,1,PCMV,HIV,MMR,EHR,
MR,,,Why was David Bennett rejected for a standard human heart transplant waitlist? These medical history factors were weighed by doctors.,"2,3,4",He lacked public health insurance,He missed clinical checkup appointments,He had poor compliance history,He skipped essential medical medications,
MR,,,Which genetic modifications were performed on the Revivicor donor pig before the transplant? These edits helped prevent organ rejection.,"1,2,3",Knocking in protective human genes,Knocking out pig sugar genes,Disabling a growth hormone gene,Enhancing cognitive mouse brain genes,
MR,,,Which ethical concerns are unique to the practice of animal to human xenotransplantation? These concerns extend beyond standard human transplants.,"1,2,3",Desperate patient consent under pressure,Infection risk to the public,Inherent welfare of source animals,Distribution of scarce human organs,
MR,,,"What did David Bennett's surgeons, Griffith and Mohiuddin, contribute to the field of xenotransplantation? These actions were decades in the making.","2,3,4",Drafting the original Dutch protocol,Practicing transplant surgeries on bench,Testing pig hearts in labs,Obtaining federal emergency drug clearance,
MR,,,What arguments did critics raise against performing the transplant on David Bennett? These objections focus on consent and research.,"2,3,4",It violated the patient's confidentiality,It lacked a control group,Desperation blocked valid patient consent,Experiment was sold as treatment,
MR,,,What events followed the first pig-heart transplant in the years after 2022? These represent shifts in the clinical landscape.,"1,2,3",Regulators approved first clinical trials,Researchers tracked pig virus transmission,Surgeons transplanted gene-edited pig kidneys,Hospitals banned animal organ research,
